id,portfolio,agency,acronym,program,component,outcome,outcome_text,last,current,plus1,plus2,plus3,souce,url
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.6: Wool Industry,DoA - Departmental expenses: Departmental appropriation ,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",795,804,874,867,913,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.6: Wool Industry,DoA - Departmental expenses: Expenses not requiring appropriation  in the budget year,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",16,16,16,16,18,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.7: Grains Industry,"DoA - Administered expenses: Special appropriation Primary Industries Research and Development Act  1989, s. 30(3)  ",1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",80198,70255,70989,73024,76870,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.7: Grains Industry,"DoA - Administered expenses: Special appropriation Primary Industries Research and Development Act  1989, 
s. 30(3)  ",1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",101877,103395,105778,111802,117754,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.7: Grains Industry,DoA - Departmental expenses: Departmental appropriation ,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",1488,1504,1637,1624,1710,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.7: Grains Industry,DoA - Departmental expenses: Special account Wheat Industry Special account  ,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",1111,1500,1088,0,0,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.7: Grains Industry,DoA - Departmental expenses: Expenses not requiring appropriation  in the budget year,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",44,44,44,44,48,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.8: Dairy Industry,"DoA - Administered expenses: Special appropriation Dairy Produce Act  1986, s. 6(1) ",1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",52569,52822,53993,54315,55628,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.8: Dairy Industry,DoA - Departmental expenses: Departmental appropriation ,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",843,852,927,920,968,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.8: Dairy Industry,DoA - Departmental expenses: Expenses not requiring appropriation  in the budget year,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",20,20,20,20,22,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.9: Meat and Livestock Industry,"DoA - Administered expenses: Special appropriation Australian Meat and Live-stock Industry Act  1997, s. 63(2)  ",1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",73344,74517,75107,75818,76458,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.9: Meat and Livestock Industry,"DoA - Administered expenses: Special appropriation Australian Meat and Live-stock Industry Act  1997, s. 64(2)  ",1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",24434,24769,24927,25132,25306,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.9: Meat and Livestock Industry,"DoA - Administered expenses: Special appropriation Australian Meat and Live-stock Industry Act  1997, s. 64A(2)  ",1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",3432,3225,3386,3556,3734,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.9: Meat and Livestock Industry,"DoA - Administered expenses: Special appropriation Australian Meat and Live-stock Industry Act  1997, s. 64B(2)  ",1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",733,806,847,889,933,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.9: Meat and Livestock Industry,"DoA - Administered expenses: Special appropriation Australian Meat and Live-stock Industry Act  1997, s. 64C(2)  ",1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",6028,6028,6028,6028,6028,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.9: Meat and Livestock Industry,"DoA - Administered expenses: Special appropriation Australian Meat and Live-stock Industry Act  1997, s. 64D(2)  ",1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",10717,10717,10717,10717,10717,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
